event_index,relation,operation,latency_micros,answer_delta_count,live_tuple_count,aggregate_group_count,used_memory_bytes,correctness_status
460,customer,INSERT,80,0,460,0,25220208,
461,customer,INSERT,102,0,461,0,25901816,
462,customer,INSERT,78,0,462,0,25901816,
463,customer,INSERT,91,0,463,0,25901816,
464,customer,INSERT,77,0,464,0,25901816,
465,customer,INSERT,82,0,465,0,25901816,
466,customer,INSERT,81,0,466,0,25901816,
467,customer,INSERT,81,0,467,0,25901816,
468,customer,INSERT,82,0,468,0,25901816,
469,customer,INSERT,81,0,469,0,25901816,
470,customer,INSERT,79,0,470,0,25901816,
471,customer,INSERT,78,0,471,0,25901816,
472,customer,INSERT,78,0,472,0,25901816,
473,customer,INSERT,78,0,473,0,25901816,
474,customer,INSERT,81,0,474,0,25901816,
475,customer,INSERT,80,0,475,0,25901816,
476,customer,INSERT,83,0,476,0,25901816,
477,customer,INSERT,80,0,477,0,25901816,
478,customer,INSERT,81,0,478,0,25901816,
479,customer,INSERT,81,0,479,0,25901816,
480,customer,INSERT,81,0,480,0,25901816,
481,customer,INSERT,80,0,481,0,25901816,
482,customer,INSERT,83,0,482,0,25901816,
483,customer,INSERT,82,0,483,0,25901816,
484,customer,INSERT,81,0,484,0,25901816,
485,customer,INSERT,81,0,485,0,25901816,
486,customer,INSERT,86,0,486,0,25901816,
487,customer,INSERT,82,0,487,0,25901816,
488,customer,INSERT,83,0,488,0,25901816,
489,customer,INSERT,83,0,489,0,26583424,
490,customer,INSERT,81,0,490,0,26583424,
491,customer,INSERT,82,0,491,0,26583424,
492,customer,INSERT,83,0,492,0,26583424,
493,customer,INSERT,86,0,493,0,26583424,
494,customer,INSERT,83,0,494,0,26583424,
495,customer,INSERT,86,0,495,0,26583424,
496,customer,INSERT,83,0,496,0,26583424,
497,customer,INSERT,84,0,497,0,26583424,
498,customer,INSERT,83,0,498,0,26583424,
499,customer,INSERT,84,0,499,0,26583424,
500,customer,INSERT,83,0,500,0,26583424,ok
501,customer,INSERT,87,0,501,0,26583424,
502,customer,INSERT,84,0,502,0,26583424,
503,customer,INSERT,84,0,503,0,26583424,
504,customer,INSERT,84,0,504,0,26583424,
505,customer,INSERT,85,0,505,0,26583424,
506,customer,INSERT,84,0,506,0,26583424,
507,customer,INSERT,84,0,507,0,26583424,
508,customer,INSERT,88,0,508,0,26583424,
509,customer,INSERT,86,0,509,0,26583424,
510,customer,INSERT,93,0,510,0,26583424,
511,customer,INSERT,94,0,511,0,26583424,
512,customer,INSERT,91,0,512,0,26583424,
513,customer,INSERT,580,0,513,0,26583424,
514,customer,INSERT,4661,0,514,0,26583424,
515,customer,INSERT,1513,0,515,0,27265032,
516,customer,INSERT,3384,0,516,0,27265032,
517,customer,INSERT,1897,0,517,0,27265032,
518,customer,INSERT,758,0,518,0,27265032,
519,customer,INSERT,88,0,519,0,27265032,
520,customer,INSERT,86,0,520,0,27265032,
521,customer,INSERT,86,0,521,0,27265032,
522,customer,INSERT,88,0,522,0,27265032,
523,customer,INSERT,87,0,523,0,27265032,
524,customer,INSERT,101,0,524,0,27265032,
525,customer,INSERT,89,0,525,0,27265032,
526,customer,INSERT,85,0,526,0,27265032,
527,customer,INSERT,88,0,527,0,27265032,
528,customer,INSERT,86,0,528,0,27265032,
529,customer,INSERT,247,0,529,0,27265032,
530,customer,INSERT,162,0,530,0,27265032,
531,customer,INSERT,90,0,531,0,27265032,
532,customer,INSERT,88,0,532,0,27265032,
533,customer,INSERT,89,0,533,0,27265032,
534,customer,INSERT,87,0,534,0,27265032,
535,customer,INSERT,89,0,535,0,27265032,
536,customer,INSERT,87,0,536,0,27265032,
537,customer,INSERT,89,0,537,0,27265032,
538,customer,INSERT,108,0,538,0,27265032,
539,customer,INSERT,101,0,539,0,27265032,
540,customer,INSERT,89,0,540,0,27265032,
541,customer,INSERT,90,0,541,0,27946640,
542,customer,INSERT,90,0,542,0,27946640,
543,customer,INSERT,88,0,543,0,27946640,
544,customer,INSERT,113,0,544,0,27946640,
545,customer,INSERT,90,0,545,0,27946640,
546,customer,INSERT,88,0,546,0,27946640,
547,customer,INSERT,90,0,547,0,27946640,
548,customer,INSERT,90,0,548,0,27946640,
549,customer,INSERT,96,0,549,0,27946640,
550,customer,INSERT,93,0,550,0,27946640,
551,customer,INSERT,109,0,551,0,27946640,
552,customer,INSERT,125,0,552,0,27946640,
553,customer,INSERT,91,0,553,0,27946640,
554,customer,INSERT,99,0,554,0,27946640,
555,customer,INSERT,105,0,555,0,27946640,
556,customer,INSERT,112,0,556,0,27946640,
557,customer,INSERT,90,0,557,0,27946640,
558,customer,INSERT,92,0,558,0,27946640,
559,customer,INSERT,138,0,559,0,27946640,
560,customer,INSERT,98,0,560,0,27946640,
561,customer,INSERT,91,0,561,0,27946640,
562,customer,INSERT,93,0,562,0,27946640,
563,customer,INSERT,124,0,563,0,27946640,
564,customer,INSERT,114,0,564,0,27946640,
565,customer,INSERT,297,0,565,0,28628208,
566,customer,INSERT,2418,0,566,0,28628208,
567,customer,INSERT,4206,0,567,0,28628208,
568,customer,INSERT,960,0,568,0,28628208,
569,customer,INSERT,102,0,569,0,28628208,
